id,afraid,angry,delighted,disgusted,happy,joyful,nervous,prideful,sad,scared,surprised,threatened,image_url
2404592574,A Little,Not at All,Not at All,Not at All,A Little,Not at All,A Little,Not at All,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404592576,Not at All,Not at All,Moderately,Not at All,Moderately,Extremely,Not at All,Moderately,Not at All,A Little,Moderately,Quite a Bit,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404592823,Not at All,Not at All,Not at All,A Little,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404592887,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Extremely,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404594163,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404594207,Moderately,A Little,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,A Little,Quite a Bit,A Little,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404594310,Not at All,Not at All,A Little,Not at All,Quite a Bit,Moderately,Not at All,A Little,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404594318,Not at All,Not at All,Extremely,Not at All,Quite a Bit,Quite a Bit,Not at All,Moderately,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404594938,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404594955,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404595116,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404596174,Not at All,Not at All,Moderately,Not at All,Moderately,A Little,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404596379,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404598988,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Quite a Bit,A Little,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404606850,Not at All,Not at All,Quite a Bit,Not at All,Extremely,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404617787,Not at All,Not at All,Moderately,Not at All,Quite a Bit,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404618513,Not at All,Not at All,A Little,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f2.jpg
2404594534,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404594848,Moderately,Moderately,Moderately,A Little,Moderately,Quite a Bit,Quite a Bit,Moderately,A Little,Moderately,Moderately,Quite a Bit,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404594905,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404594970,Not at All,Not at All,A Little,Not at All,A Little,A Little,Not at All,A Little,Not at All,Not at All,Extremely,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404594991,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Moderately,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404595079,Not at All,Not at All,Moderately,Not at All,Moderately,A Little,Not at All,A Little,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404595199,A Little,A Little,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,A Little,Quite a Bit,A Little,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404595218,Not at All,Not at All,Extremely,A Little,Moderately,Quite a Bit,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404595424,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404595507,Quite a Bit,Extremely,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Moderately,Moderately,Moderately,Moderately,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404595577,Not at All,Not at All,Not at All,Not at All,Extremely,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404596133,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404596168,Moderately,Not at All,Moderately,Not at All,Moderately,A Little,A Little,A Little,Not at All,A Little,Not at All,A Little,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404596212,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404596270,Not at All,Not at All,Moderately,Not at All,Quite a Bit,Moderately,Not at All,Not at All,Not at All,Not at All,Moderately,Quite a Bit,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404597220,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404597344,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Moderately,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404599035,Not at All,Not at All,Moderately,Moderately,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404602758,Not at All,Not at All,Moderately,Not at All,Moderately,Moderately,Not at All,A Little,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404617544,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f3.png
2404593755,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404593803,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404593931,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Extremely,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404594146,Not at All,Not at All,Extremely,Not at All,Quite a Bit,Extremely,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404594284,Moderately,A Little,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Moderately,Moderately,A Little,A Little,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404594473,Not at All,Not at All,Moderately,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404594632,Not at All,Not at All,Not at All,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,Quite a Bit,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404594694,Not at All,Not at All,A Little,Not at All,Moderately,Moderately,Not at All,Moderately,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404595438,Not at All,Not at All,Extremely,Not at All,Extremely,Quite a Bit,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404595555,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404596082,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Quite a Bit,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404596200,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404597364,Not at All,Not at All,Extremely,Not at All,Quite a Bit,Extremely,Not at All,Not at All,Not at All,A Little,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404597892,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,A Little,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404598698,Not at All,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Not at All,Not at All,Moderately,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404598929,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404603004,Not at All,Not at All,Not at All,Not at All,Not at All,Extremely,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404605216,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404616776,Not at All,Not at All,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
2404617685,Not at All,Not at All,Moderately,Not at All,Quite a Bit,A Little,Not at All,A Little,Not at All,Not at All,Moderately,Not at All,https://s3.amazonaws.com/pablobarbera-data-bucket/images/image_f4.png
